start, end, subpop
56096066.0, 56103658.0, 0.645
56103658.0, 56110516.0, 0.645
56110516.0, 56116325.0, 0.645
56116325.0, 56119582.0, 0.645
56119582.0, 56129448.0, 0.6455
56129448.0, 56129906.0, 0.6455
56129906.0, 56133049.0, 0.6455
56133049.0, 56137878.0, 0.658
56137878.0, 56138196.0, 0.658
56138196.0, 56143909.0, 0.658
56143909.0, 56147006.0, 0.6565
56147006.0, 56148707.0, 0.6565
56148707.0, 56149820.0, 0.6545
56149820.0, 56152895.0, 0.716
56152895.0, 56157805.0, 0.715
56157805.0, 56176364.0, 0.7155
56176364.0, 56190091.0, 0.7155
56190091.0, 56192530.0, 0.7155
56192530.0, 56192644.0, 0.7125
56192644.0, 56192836.0, 0.745
56192836.0, 56195553.0, 0.745
56195553.0, 56225952.0, 0.7155
56225952.0, 56229383.0, 0.7255
56229383.0, 56234367.0, 0.7325
56234367.0, 56235753.0, 0.7325
56235753.0, 56238248.0, 0.7325
56238248.0, 56239401.0, 0.732
56239401.0, 56241906.0, 0.732
56241906.0, 56247888.0, 0.734
56247888.0, 56252348.0, 0.7205
56252348.0, 56256387.0, 0.727
56256387.0, 56259351.0, 0.7035
56259351.0, 56261106.0, 0.7035
56261106.0, 56266129.0, 0.7035
56266129.0, 56267902.0, 0.698
56267902.0, 56273496.0, 0.698
56273496.0, 56285072.0, 0.698
56285072.0, 56287093.0, 0.698
56287093.0, 56304716.0, 0.698
56304716.0, 56305749.0, 0.6965
56305749.0, 56306258.0, 0.6965
56306258.0, 56318490.0, 0.6965
56318490.0, 56336200.0, 0.695
56336200.0, 56336216.0, 0.6955
56336216.0, 56339099.0, 0.6955
56339099.0, 56369078.0, 0.6955
56369078.0, 56374034.0, 0.6955
56374034.0, 56376686.0, 0.6955
56376686.0, 56380898.0, 0.6955
56380898.0, 56382443.0, 0.693
56382443.0, 56391869.0, 0.7
56391869.0, 56395661.0, 0.6975
56395661.0, 56397879.0, 0.7435
56397879.0, 56403609.0, 0.744
56403609.0, 56409043.0, 0.744
56409043.0, 56409138.0, 0.7445
56409138.0, 56409353.0, 0.676
56409353.0, 56410189.0, 0.676
56410189.0, 56411344.0, 0.676
56411344.0, 56414488.0, 0.6765
56414488.0, 56416656.0, 0.6765
56416656.0, 56419305.0, 0.676
56419305.0, 56424794.0, 0.676
56424794.0, 56428535.0, 0.676
56428535.0, 56430052.0, 0.676
56430052.0, 56430907.0, 0.676
56430907.0, 56432053.0, 0.64
56432053.0, 56444318.0, 0.64
56444318.0, 56447591.0, 0.64
56447591.0, 56454840.0, 0.6425
56454840.0, 56473037.0, 0.6425
56473037.0, 56479172.0, 0.6425
56479172.0, 56480816.0, 0.6425
56480816.0, 56481287.0, 0.627
56481287.0, 56485388.0, 0.6275
56485388.0, 56498792.0, 0.625
56498792.0, 56502415.0, 0.6115
56502415.0, 56504500.0, 0.6195
56504500.0, 56508229.0, 0.7245
56508229.0, 56522436.0, 0.7245
56522436.0, 56530064.0, 0.723
56530064.0, 56531877.0, 0.723
56531877.0, 56535777.0, 0.723
56535777.0, 56536860.0, 0.723
56536860.0, 56537888.0, 0.723
56537888.0, 56539142.0, 0.723
56539142.0, 56539550.0, 0.723
56539550.0, 56549573.0, 0.727
56549573.0, 56551841.0, 0.727
56551841.0, 56556051.0, 0.727
56556051.0, 56562040.0, 0.727
56562040.0, 56566118.0, 0.727
56566118.0, 56570078.0, 0.727
56570078.0, 56581440.0, 0.727
56581440.0, 56587652.0, 0.727
56587652.0, 56591613.0, 0.7245
56591613.0, 56597638.0, 0.727
56597638.0, 56598946.0, 0.7285
56598946.0, 56599421.0, 0.7305
56599421.0, 56604923.0, 0.7305
56604923.0, 56619277.0, 0.7305
56619277.0, 56625017.0, 0.7295
56625017.0, 56625794.0, 0.7295
56625794.0, 56634670.0, 0.7295
56634670.0, 56643684.0, 0.7295
56643684.0, 56658981.0, 0.7305
56658981.0, 56660843.0, 0.789
56660843.0, 56667804.0, 0.789
56667804.0, 56667951.0, 0.789
56667951.0, 56680944.0, 0.789
56680944.0, 56683086.0, 0.7305
56683086.0, 56683491.0, 0.7305
56683491.0, 56687528.0, 0.7145
56687528.0, 56687764.0, 0.6985
56687764.0, 56691149.0, 0.6985
56691149.0, 56694041.0, 0.6985
56694041.0, 56706661.0, 0.6985
56706661.0, 56708184.0, 0.6985
56708184.0, 56715103.0, 0.6985
56715103.0, 56727128.0, 0.699
56727128.0, 56727257.0, 0.6985
56727257.0, 56739379.0, 0.6945
56739379.0, 56740592.0, 0.696
56740592.0, 56741521.0, 0.7005
56741521.0, 56749716.0, 0.7005
56749716.0, 56750476.0, 0.7005
56750476.0, 56758609.0, 0.7
56758609.0, 56762022.0, 0.7005
56762022.0, 56781519.0, 0.699
56781519.0, 56783843.0, 0.699
56783843.0, 56785581.0, 0.699
56785581.0, 56787043.0, 0.6995
56787043.0, 56802053.0, 0.7015
56802053.0, 56806829.0, 0.7015
56806829.0, 56809904.0, 0.7015
56809904.0, 56812557.0, 0.7015
56812557.0, 56813414.0, 0.7015
56813414.0, 56813529.0, 0.7015
56813529.0, 56816894.0, 0.7015
56816894.0, 56819560.0, 0.7015
56819560.0, 56820261.0, 0.6725
56820261.0, 56823144.0, 0.6835
56823144.0, 56825235.0, 0.6835
56825235.0, 56826016.0, 0.6835
56826016.0, 56829322.0, 0.6835
56829322.0, 56833989.0, 0.6835
56833989.0, 56842946.0, 0.6835
56842946.0, 56848818.0, 0.686
56848818.0, 56852852.0, 0.686
56852852.0, 56858025.0, 0.686
56858025.0, 56864438.0, 0.686
56864438.0, 56871613.0, 0.6835
56871613.0, 56872402.0, 0.6835
56872402.0, 56882463.0, 0.6835
56882463.0, 56884625.0, 0.685
56884625.0, 56889457.0, 0.685
56889457.0, 56891238.0, 0.685
56891238.0, 56892334.0, 0.708
56892334.0, 56907841.0, 0.708
56907841.0, 56911356.0, 0.708
56911356.0, 56913975.0, 0.708
56913975.0, 56929369.0, 0.708
56929369.0, 56929739.0, 0.7065
56929739.0, 56934964.0, 0.616
56934964.0, 56936259.0, 0.6165
56936259.0, 56944308.0, 0.6165
56944308.0, 56960822.0, 0.6165
56960822.0, 56963312.0, 0.6165
56963312.0, 56967934.0, 0.6165
56967934.0, 56979997.0, 0.6075
56979997.0, 56983750.0, 0.607
56983750.0, 56985941.0, 0.607
56985941.0, 56992669.0, 0.607
56992669.0, 56995272.0, 0.607
56995272.0, 57002898.0, 0.6085
57002898.0, 57007300.0, 0.6035
57007300.0, 57021817.0, 0.6035
57021817.0, 57022122.0, 0.604
57022122.0, 57022189.0, 0.6
57022189.0, 57024090.0, 0.6
57024090.0, 57028373.0, 0.6
57028373.0, 57034183.0, 0.6
57034183.0, 57036421.0, 0.597
57036421.0, 57043244.0, 0.597
57043244.0, 57046562.0, 0.597
57046562.0, 57047345.0, 0.597
57047345.0, 57086593.0, 0.597
57086593.0, 57090423.0, 0.597
57090423.0, 57095094.0, 0.597
57095094.0, 57097904.0, 0.597
57097904.0, 57099731.0, 0.597
57099731.0, 57108357.0, 0.597
57108357.0, 57118483.0, 0.597
57118483.0, 57120212.0, 0.6095
57120212.0, 57130733.0, 0.6085
57130733.0, 57139406.0, 0.6085
57139406.0, 57139955.0, 0.6085
57139955.0, 57143018.0, 0.607
57143018.0, 57151174.0, 0.607
57151174.0, 57151737.0, 0.5925
57151737.0, 57163571.0, 0.59
57163571.0, 57165412.0, 0.5905
57165412.0, 57172828.0, 0.592
57172828.0, 57175508.0, 0.5865
57175508.0, 57180654.0, 0.5865
57180654.0, 57194236.0, 0.5865
57194236.0, 57195412.0, 0.5865
57195412.0, 57200896.0, 0.5865
57200896.0, 57204142.0, 0.5755
57204142.0, 57212851.0, 0.5695
57212851.0, 57222759.0, 0.569
57222759.0, 57244339.0, 0.569
57244339.0, 57244688.0, 0.569
57244688.0, 57246690.0, 0.569
57246690.0, 57249009.0, 0.57
57249009.0, 57252922.0, 0.57
57252922.0, 57254068.0, 0.57
57254068.0, 57258288.0, 0.5845
57258288.0, 57259860.0, 0.5845
57259860.0, 57271697.0, 0.566
57271697.0, 57273657.0, 0.566
57273657.0, 57288799.0, 0.566
57288799.0, 57296294.0, 0.566
57296294.0, 57298775.0, 0.566
57298775.0, 57300369.0, 0.5665
57300369.0, 57303525.0, 0.5665
57303525.0, 57305615.0, 0.565
57305615.0, 57305953.0, 0.565
57305953.0, 57310256.0, 0.565
57310256.0, 57318875.0, 0.552
57318875.0, 57319994.0, 0.5555
57319994.0, 57320161.0, 0.557
57320161.0, 57323281.0, 0.5575
57323281.0, 57328034.0, 0.5595
57328034.0, 57330107.0, 0.538
57330107.0, 57338175.0, 0.5375
57338175.0, 57350056.0, 0.5375
57350056.0, 57357728.0, 0.5375
57357728.0, 57369642.0, 0.5435
57369642.0, 57373693.0, 0.5445
57373693.0, 57374545.0, 0.541
57374545.0, 57378155.0, 0.541
57378155.0, 57384033.0, 0.5455
57384033.0, 57386065.0, 0.5435
57386065.0, 57391286.0, 0.5435
57391286.0, 57391788.0, 0.5435
57391788.0, 57392503.0, 0.542
57392503.0, 57402176.0, 0.542
57402176.0, 57424358.0, 0.542
57424358.0, 57424867.0, 0.542
57424867.0, 57426731.0, 0.55
57426731.0, 57427769.0, 0.551
57427769.0, 57440930.0, 0.562
57440930.0, 57448212.0, 0.562
57448212.0, 57458123.0, 0.562
57458123.0, 57463907.0, 0.562
57463907.0, 57464493.0, 0.5615
57464493.0, 57466232.0, 0.5615
57466232.0, 57471931.0, 0.5615
57471931.0, 57475792.0, 0.5615
57475792.0, 57483416.0, 0.5615
57483416.0, 57496671.0, 0.5615
57496671.0, 57507874.0, 0.5485
57507874.0, 57511661.0, 0.549
57511661.0, 57514703.0, 0.539
57514703.0, 57522055.0, 0.539
57522055.0, 57523927.0, 0.5395
57523927.0, 57559736.0, 0.5395
57559736.0, 57564637.0, 0.5395
57564637.0, 57578945.0, 0.54
57578945.0, 57593558.0, 0.543
57593558.0, 57600738.0, 0.544
57600738.0, 57610636.0, 0.544
57610636.0, 57617941.0, 0.5435
57617941.0, 57627348.0, 0.5475
57627348.0, 57627842.0, 0.5435
57627842.0, 57634129.0, 0.5555
57634129.0, 57640643.0, 0.5565
57640643.0, 57643349.0, 0.5565
57643349.0, 57648484.0, 0.5565
57648484.0, 57655782.0, 0.5565
57655782.0, 57659251.0, 0.5565
57659251.0, 57660716.0, 0.5565
57660716.0, 57669291.0, 0.5565
57669291.0, 57681181.0, 0.5545
57681181.0, 57684556.0, 0.5545
57684556.0, 57693047.0, 0.5715
57693047.0, 57702559.0, 0.572
57702559.0, 57703895.0, 0.572
57703895.0, 57704715.0, 0.572
57704715.0, 57716427.0, 0.572
57716427.0, 57719377.0, 0.572
57719377.0, 57725627.0, 0.572
57725627.0, 57731630.0, 0.572
57731630.0, 57752724.0, 0.572
57752724.0, 57757908.0, 0.616
57757908.0, 57760130.0, 0.616
57760130.0, 57771779.0, 0.5895
57771779.0, 57780704.0, 0.5895
57780704.0, 57780985.0, 0.5895
57780985.0, 57787209.0, 0.5905
57787209.0, 57799363.0, 0.5905
57799363.0, 57806568.0, 0.592
57806568.0, 57806615.0, 0.592
57806615.0, 57807980.0, 0.592
57807980.0, 57814224.0, 0.58
57814224.0, 57822678.0, 0.58
57822678.0, 57826946.0, 0.58
57826946.0, 57833305.0, 0.58
57833305.0, 57836316.0, 0.581
57836316.0, 57837037.0, 0.581
57837037.0, 57839380.0, 0.581
57839380.0, 57839589.0, 0.5805
57839589.0, 57842255.0, 0.5785
57842255.0, 57843991.0, 0.5785
57843991.0, 57844659.0, 0.5785
57844659.0, 57855878.0, 0.5785
57855878.0, 57856386.0, 0.585
57856386.0, 57856827.0, 0.585
57856827.0, 57861743.0, 0.585
57861743.0, 57862476.0, 0.585
57862476.0, 57865667.0, 0.585
57865667.0, 57866283.0, 0.585
57866283.0, 57874535.0, 0.585
57874535.0, 57887753.0, 0.585
57887753.0, 57899654.0, 0.586
57899654.0, 57912114.0, 0.5855
57912114.0, 57914072.0, 0.5935
57914072.0, 57925455.0, 0.5935
57925455.0, 57937251.0, 0.594
57937251.0, 57938146.0, 0.5855
57938146.0, 57940780.0, 0.587
57940780.0, 57943241.0, 0.587
57943241.0, 57945398.0, 0.586
57945398.0, 57948979.0, 0.586
57948979.0, 57951352.0, 0.587
57951352.0, 57961577.0, 0.6065
57961577.0, 57964224.0, 0.6065
57964224.0, 57982085.0, 0.6065
57982085.0, 57985342.0, 0.6065
57985342.0, 57991151.0, 0.6065
57991151.0, 57998312.0, 0.6065
57998312.0, 58015196.0, 0.607
58015196.0, 58017939.0, 0.607
58017939.0, 58021144.0, 0.607
58021144.0, 58029962.0, 0.607
58029962.0, 58032388.0, 0.607
58032388.0, 58050657.0, 0.614
58050657.0, 58053467.0, 0.6205
58053467.0, 58058020.0, 0.62
58058020.0, 58066479.0, 0.6245
58066479.0, 58078075.0, 0.624
58078075.0, 58094670.0, 0.624
58094670.0, 58100654.0, 0.6135
58100654.0, 58103947.0, 0.6105
58103947.0, 58104316.0, 0.6105
58104316.0, 58117097.0, 0.61
58117097.0, 58118044.0, 0.6085
58118044.0, 58128238.0, 0.6085
58128238.0, 58135495.0, 0.6085
58135495.0, 58144704.0, 0.609
58144704.0, 58147829.0, 0.6065
58147829.0, 58154642.0, 0.6
58154642.0, 58170407.0, 0.598
58170407.0, 58177173.0, 0.598
58177173.0, 58178861.0, 0.5975
58178861.0, 58180413.0, 0.5975
58180413.0, 58182613.0, 0.597
58182613.0, 58187890.0, 0.597
58187890.0, 58194063.0, 0.597
58194063.0, 58194209.0, 0.5975
58194209.0, 58201294.0, 0.598
58201294.0, 58204979.0, 0.598
58204979.0, 58206851.0, 0.598
58206851.0, 58209477.0, 0.598
58209477.0, 58214148.0, 0.598
58214148.0, 58239472.0, 0.611
58239472.0, 58254221.0, 0.611
58254221.0, 58254362.0, 0.612
58254362.0, 58266290.0, 0.612
58266290.0, 58274427.0, 0.6125
58274427.0, 58274452.0, 0.6175
58274452.0, 58276827.0, 0.6175
58276827.0, 58282032.0, 0.584
58282032.0, 58282956.0, 0.584
58282956.0, 58292152.0, 0.584
58292152.0, 58296704.0, 0.5685
58296704.0, 58297484.0, 0.5685
58297484.0, 58302163.0, 0.5715
58302163.0, 58306860.0, 0.5715
58306860.0, 58308996.0, 0.5715
58308996.0, 58309723.0, 0.572
58309723.0, 58318685.0, 0.572
58318685.0, 58324730.0, 0.5725
58324730.0, 58324754.0, 0.572
58324754.0, 58326535.0, 0.5745
58326535.0, 58327823.0, 0.5745
58327823.0, 58333849.0, 0.5745
58333849.0, 58338363.0, 0.576
58338363.0, 58346333.0, 0.576
58346333.0, 58352134.0, 0.5745
58352134.0, 58357429.0, 0.5735
58357429.0, 58359722.0, 0.5725
58359722.0, 58361511.0, 0.5725
58361511.0, 58369682.0, 0.573
58369682.0, 58371374.0, 0.573
58371374.0, 58388725.0, 0.573
58388725.0, 58389096.0, 0.573
58389096.0, 58395407.0, 0.573
58395407.0, 58405645.0, 0.573
58405645.0, 58414898.0, 0.5795
58414898.0, 58436594.0, 0.5795
58436594.0, 58441957.0, 0.579
58441957.0, 58444474.0, 0.58
58444474.0, 58451059.0, 0.5715
58451059.0, 58458560.0, 0.582
58458560.0, 58464313.0, 0.582
58464313.0, 58470244.0, 0.582
58470244.0, 58470664.0, 0.582
58470664.0, 58471176.0, 0.579
58471176.0, 58494992.0, 0.579
58494992.0, 58503990.0, 0.579
58503990.0, 58514867.0, 0.579
58514867.0, 58522796.0, 0.5785
58522796.0, 58527507.0, 0.5785
58527507.0, 58538842.0, 0.5785
58538842.0, 58548395.0, 0.579
58548395.0, 58550091.0, 0.579
58550091.0, 58565715.0, 0.579
58565715.0, 58571032.0, 0.5805
58571032.0, 58571663.0, 0.5805
58571663.0, 58577952.0, 0.581
58577952.0, 58595389.0, 0.5745
58595389.0, 58597370.0, 0.5715
58597370.0, 58604093.0, 0.5715
58604093.0, 58609907.0, 0.5745
58609907.0, 58610448.0, 0.565
58610448.0, 58613629.0, 0.565
58613629.0, 58613975.0, 0.565
58613975.0, 58615910.0, 0.565
58615910.0, 58646465.0, 0.573
58646465.0, 58654315.0, 0.573
58654315.0, 58659657.0, 0.573
58659657.0, 58664175.0, 0.573
58664175.0, 58668886.0, 0.559
58668886.0, 58680154.0, 0.551
58680154.0, 58698874.0, 0.55
58698874.0, 58700146.0, 0.55
58700146.0, 58719286.0, 0.5315
58719286.0, 58725892.0, 0.5315
58725892.0, 58740147.0, 0.539
58740147.0, 58746364.0, 0.539
58746364.0, 58751306.0, 0.539
58751306.0, 58751382.0, 0.5345
58751382.0, 58752738.0, 0.5345
58752738.0, 58754152.0, 0.5345
58754152.0, 58772006.0, 0.5325
58772006.0, 58778176.0, 0.532
58778176.0, 58780273.0, 0.532
58780273.0, 58790362.0, 0.532
58790362.0, 58792946.0, 0.532
58792946.0, 58794601.0, 0.532
58794601.0, 58796157.0, 0.533
58796157.0, 58799192.0, 0.533
58799192.0, 58800122.0, 0.533
58800122.0, 58804613.0, 0.553
58804613.0, 58818847.0, 0.553
58818847.0, 58826281.0, 0.5565
58826281.0, 58828341.0, 0.555
58828341.0, 58833391.0, 0.555
58833391.0, 58841750.0, 0.557
58841750.0, 58846301.0, 0.5575
58846301.0, 58849106.0, 0.5825
58849106.0, 58851735.0, 0.5825
58851735.0, 58854377.0, 0.5825
58854377.0, 58861523.0, 0.5825
58861523.0, 58862962.0, 0.5815
58862962.0, 58866913.0, 0.575
58866913.0, 58867561.0, 0.573
58867561.0, 58871022.0, 0.5725
58871022.0, 58874365.0, 0.5725
58874365.0, 58875169.0, 0.573
58875169.0, 58879520.0, 0.575
58879520.0, 58890131.0, 0.5905
58890131.0, 58899149.0, 0.59
58899149.0, 58904481.0, 0.6155
58904481.0, 58915214.0, 0.6155
58915214.0, 58923115.0, 0.6195
58923115.0, 58926499.0, 0.626
58926499.0, 58934740.0, 0.63
58934740.0, 58935665.0, 0.63
58935665.0, 58952503.0, 0.63
58952503.0, 58955581.0, 0.628
58955581.0, 58958785.0, 0.628
58958785.0, 58961495.0, 0.628
58961495.0, 58963728.0, 0.628
58963728.0, 58965216.0, 0.6355
58965216.0, 58970071.0, 0.6345
58970071.0, 58991707.0, 0.6355
58991707.0, 58997134.0, 0.636
58997134.0, 59001423.0, 0.703
59001423.0, 59004461.0, 0.703
59004461.0, 59005816.0, 0.703
59005816.0, 59016090.0, 0.7
59016090.0, 59016244.0, 0.7
59016244.0, 59018751.0, 0.699
59018751.0, 59021370.0, 0.699
59021370.0, 59028984.0, 0.6975
59028984.0, 59030768.0, 0.6955
59030768.0, 59038493.0, 0.6955
59038493.0, 59039074.0, 0.6955
59039074.0, 59040228.0, 0.6955
59040228.0, 59047180.0, 0.6955
59047180.0, 59055330.0, 0.6945
59055330.0, 59063148.0, 0.6945
59063148.0, 59065121.0, 0.6925
59065121.0, 59074033.0, 0.6925
59074033.0, 59075247.0, 0.6925
59075247.0, 59082770.0, 0.6915
59082770.0, 59099619.0, 0.688
59099619.0, 59100848.0, 0.688
59100848.0, 59102177.0, 0.688
59102177.0, 59107906.0, 0.688
59107906.0, 59118310.0, 0.6885
59118310.0, 59121563.0, 0.6885
59121563.0, 59137700.0, 0.6885
59137700.0, 59149600.0, 0.684
59149600.0, 59152659.0, 0.684
59152659.0, 59159989.0, 0.6835
59159989.0, 59160374.0, 0.6815
59160374.0, 59170876.0, 0.6815
59170876.0, 59175665.0, 0.6835
59175665.0, 59176569.0, 0.6835
59176569.0, 59186637.0, 0.6835
59186637.0, 59188134.0, 0.6835
59188134.0, 59191729.0, 0.6835
59191729.0, 59201361.0, 0.6835
59201361.0, 59201456.0, 0.6835
59201456.0, 59201813.0, 0.6835
59201813.0, 59202736.0, 0.684
59202736.0, 59206707.0, 0.684
59206707.0, 59207155.0, 0.684
59207155.0, 59212838.0, 0.6875
59212838.0, 59213246.0, 0.6925
59213246.0, 59220753.0, 0.687
59220753.0, 59225058.0, 0.687
59225058.0, 59226615.0, 0.687
59226615.0, 59231197.0, 0.6865
59231197.0, 59234641.0, 0.6865
59234641.0, 59235906.0, 0.6885
59235906.0, 59238947.0, 0.6675
59238947.0, 59240100.0, 0.6675
59240100.0, 59255768.0, 0.669
59255768.0, 59258119.0, 0.6685
59258119.0, 59275119.0, 0.6415
59275119.0, 59281223.0, 0.6465
59281223.0, 59282210.0, 0.66
59282210.0, 59293957.0, 0.661
59293957.0, 59296188.0, 0.661
59296188.0, 59296372.0, 0.661
59296372.0, 59304371.0, 0.6255
59304371.0, 59310412.0, 0.6255
59310412.0, 59330234.0, 0.6255
59330234.0, 59339255.0, 0.6265
59339255.0, 59341580.0, 0.6265
59341580.0, 59344686.0, 0.6265
59344686.0, 59345047.0, 0.6275
59345047.0, 59350092.0, 0.6275
59350092.0, 59356707.0, 0.6275
59356707.0, 59360936.0, 0.6275
59360936.0, 59362829.0, 0.6275
59362829.0, 59366063.0, 0.641
59366063.0, 59367862.0, 0.641
59367862.0, 59368859.0, 0.641
59368859.0, 59370997.0, 0.641
59370997.0, 59376397.0, 0.636
59376397.0, 59376916.0, 0.657
59376916.0, 59378449.0, 0.657
59378449.0, 59393236.0, 0.657
59393236.0, 59399507.0, 0.657
59399507.0, 59403129.0, 0.657
59403129.0, 59411545.0, 0.657
59411545.0, 59412611.0, 0.657
59412611.0, 59415260.0, 0.657
59415260.0, 59419550.0, 0.657
59419550.0, 59420673.0, 0.6565
59420673.0, 59422263.0, 0.658
59422263.0, 59423982.0, 0.658
59423982.0, 59427789.0, 0.662
59427789.0, 59432174.0, 0.663
59432174.0, 59436386.0, 0.6635
59436386.0, 59450781.0, 0.6695
59450781.0, 59462250.0, 0.6695
59462250.0, 59463114.0, 0.6375
59463114.0, 59463229.0, 0.637
59463229.0, 59467916.0, 0.637
59467916.0, 59468214.0, 0.637
59468214.0, 59470104.0, 0.616
59470104.0, 59470806.0, 0.62
59470806.0, 59473763.0, 0.62
59473763.0, 59474142.0, 0.62
59474142.0, 59481701.0, 0.621
59481701.0, 59490383.0, 0.6255
59490383.0, 59490734.0, 0.6255
59490734.0, 59492729.0, 0.6255
59492729.0, 59496392.0, 0.625
59496392.0, 59504377.0, 0.625
59504377.0, 59505641.0, 0.625
59505641.0, 59509192.0, 0.625
59509192.0, 59514088.0, 0.625
59514088.0, 59520544.0, 0.625
59520544.0, 59540784.0, 0.625
59540784.0, 59547551.0, 0.636
59547551.0, 59550282.0, 0.636
59550282.0, 59565437.0, 0.636
59565437.0, 59580271.0, 0.636
59580271.0, 59590260.0, 0.636
59590260.0, 59590905.0, 0.636
59590905.0, 59596857.0, 0.636
59596857.0, 59607487.0, 0.636
59607487.0, 59613558.0, 0.6305
59613558.0, 59620875.0, 0.6305
59620875.0, 59629231.0, 0.6835
59629231.0, 59629274.0, 0.683
59629274.0, 59630645.0, 0.683
59630645.0, 59632334.0, 0.6835
59632334.0, 59633895.0, 0.678
59633895.0, 59636322.0, 0.6785
59636322.0, 59640755.0, 0.673
59640755.0, 59652612.0, 0.6735
59652612.0, 59653491.0, 0.6735
59653491.0, 59658805.0, 0.672
59658805.0, 59662908.0, 0.672
59662908.0, 59665381.0, 0.671
59665381.0, 59665389.0, 0.6715
59665389.0, 59678086.0, 0.6715
59678086.0, 59687462.0, 0.6665
59687462.0, 59695987.0, 0.6665
59695987.0, 59697486.0, 0.6665
59697486.0, 59708492.0, 0.667
59708492.0, 59713686.0, 0.667
59713686.0, 59723262.0, 0.669
59723262.0, 59723273.0, 0.6315
59723273.0, 59724635.0, 0.6315
59724635.0, 59733784.0, 0.618
59733784.0, 59741886.0, 0.618
59741886.0, 59746234.0, 0.618
59746234.0, 59750777.0, 0.618
59750777.0, 59752406.0, 0.6185
59752406.0, 59754337.0, 0.6185
59754337.0, 59765036.0, 0.6175
59765036.0, 59766807.0, 0.623
59766807.0, 59769767.0, 0.623
59769767.0, 59779785.0, 0.615
59779785.0, 59787478.0, 0.6155
59787478.0, 59796199.0, 0.6185
59796199.0, 59797418.0, 0.6185
59797418.0, 59798031.0, 0.6185
59798031.0, 59801074.0, 0.6105
59801074.0, 59819003.0, 0.6115
59819003.0, 59824315.0, 0.582
59824315.0, 59832355.0, 0.5835
59832355.0, 59857064.0, 0.585
59857064.0, 59867389.0, 0.581
59867389.0, 59868800.0, 0.581
59868800.0, 59878810.0, 0.582
59878810.0, 59882662.0, 0.582
59882662.0, 59885114.0, 0.5825
59885114.0, 59887925.0, 0.583
59887925.0, 59904418.0, 0.579
59904418.0, 59908419.0, 0.5805
59908419.0, 59911365.0, 0.58
59911365.0, 59912576.0, 0.5775
59912576.0, 59915270.0, 0.5775
59915270.0, 59938671.0, 0.577
59938671.0, 59939374.0, 0.5565
59939374.0, 59941560.0, 0.5565
59941560.0, 59945319.0, 0.5565
59945319.0, 59947603.0, 0.5565
59947603.0, 59949920.0, 0.578
59949920.0, 59951569.0, 0.578
59951569.0, 59956293.0, 0.5835
59956293.0, 59957023.0, 0.5835
59957023.0, 59969771.0, 0.5835
59969771.0, 59974329.0, 0.584
59974329.0, 59975527.0, 0.584
59975527.0, 59975834.0, 0.584
59975834.0, 59977339.0, 0.584
59977339.0, 59980123.0, 0.584
59980123.0, 59988493.0, 0.5845
59988493.0, 59998421.0, 0.584
59998421.0, 59998639.0, 0.584
59998639.0, 59999132.0, 0.565
59999132.0, 59999746.0, 0.565
59999746.0, 60004889.0, 0.565
60004889.0, 60009908.0, 0.565
60009908.0, 60011784.0, 0.565
60011784.0, 60018772.0, 0.565
60018772.0, 60037011.0, 0.565
60037011.0, 60042253.0, 0.565
60042253.0, 60049861.0, 0.5655
60049861.0, 60050053.0, 0.5655
60050053.0, 60058698.0, 0.5645
60058698.0, 60060075.0, 0.568
60060075.0, 60063110.0, 0.568
60063110.0, 60071013.0, 0.5675
60071013.0, 60071799.0, 0.567
60071799.0, 60072696.0, 0.567
60072696.0, 60081814.0, 0.566
60081814.0, 60091529.0, 0.566
60091529.0, 60093445.0, 0.557
60093445.0, 60093669.0, 0.557
60093669.0, 60095590.0, 0.557
60095590.0, 60100787.0, 0.559
60100787.0, 60119978.0, 0.559
60119978.0, 60120867.0, 0.559
60120867.0, 60135990.0, 0.544
60135990.0, 60136817.0, 0.544
60136817.0, 60142986.0, 0.5435
60142986.0, 60150433.0, 0.5445
60150433.0, 60153535.0, 0.5445
60153535.0, 60156459.0, 0.5435
60156459.0, 60181938.0, 0.5435
60181938.0, 60194221.0, 0.5435
60194221.0, 60204060.0, 0.5445
60204060.0, 60209245.0, 0.578
60209245.0, 60209641.0, 0.578
60209641.0, 60214013.0, 0.5775
60214013.0, 60219482.0, 0.5775
60219482.0, 60222024.0, 0.577
60222024.0, 60238482.0, 0.577
60238482.0, 60239079.0, 0.577
60239079.0, 60242806.0, 0.603
60242806.0, 60244133.0, 0.6025
60244133.0, 60246494.0, 0.604
60246494.0, 60258711.0, 0.6
60258711.0, 60260908.0, 0.6
60260908.0, 60265267.0, 0.6
60265267.0, 60273645.0, 0.6
60273645.0, 60282375.0, 0.6
60282375.0, 60297777.0, 0.6035
60297777.0, 60300398.0, 0.625
60300398.0, 60300796.0, 0.625
60300796.0, 60317099.0, 0.6265
60317099.0, 60317811.0, 0.627
60317811.0, 60319852.0, 0.6265
60319852.0, 60320322.0, 0.6265
60320322.0, 60330157.0, 0.6235
60330157.0, 60331654.0, 0.6235
60331654.0, 60345201.0, 0.6235
60345201.0, 60347779.0, 0.6245
60347779.0, 60350061.0, 0.6325
60350061.0, 60356038.0, 0.6325
60356038.0, 60356222.0, 0.6325
60356222.0, 60358523.0, 0.6315
60358523.0, 60364465.0, 0.6315
60364465.0, 60376201.0, 0.6315
